customerID,Churn,InternetService,StreamingTV,tenure,Contract,MonthlyCharges
5536-RTPWK,Yes,Fiber optic,Yes,49,Month-to-month,99.05
3588-WSTTJ,No,Fiber optic,Yes,35,Month-to-month,99.05
7028-DVOIQ,Yes,Fiber optic,Yes,35,Month-to-month,99.05
5716-EZXZN,No,Fiber optic,Yes,65,Two year,99.05
3565-UNOCC,Yes,Fiber optic,Yes,29,Month-to-month,99.05
3230-JCNZS,No,Fiber optic,Yes,71,Two year,99.0
7064-FRRSW,No,Fiber optic,Yes,48,One year,99.0
4049-ZPALD,No,Fiber optic,Yes,64,Two year,99.0
1545-JFUML,No,Fiber optic,Yes,71,Two year,99.0
0959-WHOKV,No,Fiber optic,No,42,One year,99.0
5649-RXQTV,No,Fiber optic,Yes,51,Month-to-month,99.0
2277-DJJDL,No,Fiber optic,Yes,60,Month-to-month,99.0
0815-MFZGM,No,Fiber optic,Yes,42,Two year,99.0
2025-JKFWI,Yes,Fiber optic,Yes,13,Month-to-month,99.0
9705-IOVQQ,No,Fiber optic,Yes,61,One year,99.0
9402-CXWPL,No,Fiber optic,Yes,70,One year,98.9
2675-DHUTR,No,Fiber optic,Yes,58,Month-to-month,98.9
0354-WYROK,Yes,Fiber optic,Yes,31,Month-to-month,98.9
3312-UUMZW,No,Fiber optic,Yes,32,Month-to-month,98.85
0422-UXFAP,No,Fiber optic,Yes,51,One year,98.85
6088-BXMRG,No,Fiber optic,Yes,32,Month-to-month,98.85
1751-NCDLI,No,Fiber optic,Yes,46,Month-to-month,98.85
0468-YRPXN,No,Fiber optic,Yes,29,Month-to-month,98.8
5394-SVGJV,Yes,Fiber optic,Yes,37,Month-to-month,98.8
5229-DTFYB,No,Fiber optic,Yes,41,Two year,98.8
3005-NFMTA,Yes,Fiber optic,Yes,55,Month-to-month,98.8
6845-RGTYS,Yes,Fiber optic,Yes,47,Month-to-month,98.75
1075-BGWOH,Yes,Fiber optic,Yes,16,Month-to-month,98.75
7079-QRCBC,Yes,Fiber optic,Yes,24,Month-to-month,98.75
6988-CJEYV,No,Fiber optic,Yes,49,Month-to-month,98.7
4686-GEFRM,No,Fiber optic,No,70,Two year,98.7
0946-CLJTI,Yes,Fiber optic,Yes,58,Month-to-month,98.7
1427-VERSM,No,Fiber optic,Yes,56,Month-to-month,98.7
9133-AYJZG,No,Fiber optic,Yes,23,Month-to-month,98.7
7856-GANIL,No,Fiber optic,Yes,45,One year,98.7
6559-PDZLR,No,Fiber optic,Yes,26,Month-to-month,98.65
4902-OHLSK,Yes,Fiber optic,Yes,29,Month-to-month,98.65
9571-EDEBV,No,Fiber optic,Yes,71,One year,98.65
7730-CLDSV,No,Fiber optic,No,72,Two year,98.65
9254-RBFON,Yes,Fiber optic,Yes,17,One year,98.6
9770-KXGQU,No,Fiber optic,Yes,53,One year,98.6
8949-JTMAY,Yes,Fiber optic,Yes,29,Month-to-month,98.6
2208-UGTGR,No,Fiber optic,Yes,56,Month-to-month,98.6
6683-VLCTZ,Yes,Fiber optic,Yes,20,Month-to-month,98.55
3211-AAPKX,No,Fiber optic,Yes,20,Month-to-month,98.55
4598-XLKNJ,Yes,Fiber optic,Yes,25,Month-to-month,98.5
4021-RQSNY,Yes,Fiber optic,Yes,29,Month-to-month,98.5
1131-SUEKT,No,Fiber optic,Yes,61,One year,98.45
1323-OOEPC,Yes,Fiber optic,Yes,53,Month-to-month,98.4
1866-RZZQS,Yes,Fiber optic,Yes,41,Month-to-month,98.4
4735-ASGMA,Yes,Fiber optic,Yes,26,Month-to-month,98.35
5663-QBGIS,No,Fiber optic,Yes,72,Two year,98.35
3545-CNWRG,No,Fiber optic,Yes,49,Month-to-month,98.35
6797-LNAQX,Yes,Fiber optic,Yes,70,Two year,98.3
1543-LLLFT,No,Fiber optic,Yes,61,One year,98.3
2929-QNSRW,Yes,Fiber optic,Yes,56,One year,98.25
1357-BIJKI,No,Fiber optic,Yes,50,One year,98.25
1937-OTUKY,No,Fiber optic,Yes,72,Two year,98.2
5996-NRVXR,No,Fiber optic,Yes,40,One year,98.15
4472-VESGY,No,Fiber optic,No,52,Month-to-month,98.15
0952-KMEEH,Yes,Fiber optic,Yes,13,Month-to-month,98.15
2665-NPTGL,No,Fiber optic,Yes,26,Month-to-month,98.1
5150-LJNSR,No,Fiber optic,Yes,31,One year,98.05
5312-UXESG,No,Fiber optic,Yes,41,Month-to-month,98.05
3134-DSHVC,No,Fiber optic,Yes,63,Two year,98.0
0011-IGKFF,Yes,Fiber optic,Yes,13,Month-to-month,98.0
6284-KMNUF,No,Fiber optic,Yes,56,One year,98.0
0575-CUQOV,No,Fiber optic,Yes,60,One year,97.95
5268-DSMNQ,No,Fiber optic,Yes,62,One year,97.95
6559-RAKOZ,No,Fiber optic,Yes,49,One year,97.95
6176-YJWAS,No,Fiber optic,Yes,72,Two year,97.95
1304-SEGFY,No,Fiber optic,Yes,72,Two year,97.85
8276-MQBYC,Yes,Fiber optic,Yes,51,Month-to-month,97.8
2480-EJWYP,No,Fiber optic,Yes,58,One year,97.8
3133-PZNSR,No,Fiber optic,No,72,Two year,97.75
5294-IMHHT,No,Fiber optic,No,53,One year,97.75
8152-VETUR,No,Fiber optic,Yes,72,Two year,97.7
4947-DSMXK,No,Fiber optic,Yes,34,Month-to-month,97.7
6393-WRYZE,Yes,Fiber optic,Yes,34,Month-to-month,97.65
0727-BNRLG,No,Fiber optic,Yes,69,Two year,97.65
0326-VDYXE,No,Fiber optic,Yes,70,One year,97.65
0670-ANMUU,No,Fiber optic,No,71,One year,97.65
5740-YHGTW,No,Fiber optic,Yes,70,Month-to-month,97.55
1573-LGXBA,No,Fiber optic,Yes,57,One year,97.55
4159-NAAIX,No,Fiber optic,Yes,63,Two year,97.45
7969-AULMZ,Yes,Fiber optic,Yes,21,Month-to-month,97.35
9445-SZLCH,Yes,Fiber optic,Yes,36,Month-to-month,97.35
3339-EAQNV,No,Fiber optic,Yes,72,One year,97.25
9715-WZCLW,No,Fiber optic,Yes,71,Two year,97.2
9933-QRGTX,No,Fiber optic,Yes,60,Two year,97.2
6035-RIIOM,No,Fiber optic,Yes,54,Two year,97.2
5981-ITEMU,Yes,Fiber optic,Yes,40,Month-to-month,97.1
9833-TGFHX,No,Fiber optic,Yes,42,One year,97.1
3898-GUYTS,No,Fiber optic,Yes,45,Month-to-month,97.05
6821-JPCDC,No,Fiber optic,Yes,48,One year,97.05
3644-QXEHN,No,Fiber optic,Yes,13,Month-to-month,97.0
6874-SGLHU,No,Fiber optic,Yes,30,One year,97.0
6719-FGEDO,No,Fiber optic,No,72,Two year,97.0
4654-DLAMQ,No,Fiber optic,No,64,One year,97.0
5827-MWCZK,No,Fiber optic,Yes,56,Month-to-month,96.95
3327-YBAKM,No,Fiber optic,Yes,64,One year,96.9
3323-CPBWR,No,Fiber optic,Yes,23,Month-to-month,96.9
5327-CNLUQ,No,Fiber optic,Yes,48,Two year,96.9
9290-SHCMB,No,Fiber optic,Yes,13,Month-to-month,96.85
4007-NHVHI,No,Fiber optic,No,56,Month-to-month,96.85
9909-IDLEK,No,Fiber optic,Yes,20,Month-to-month,96.8
1264-BYWMS,Yes,Fiber optic,Yes,55,Month-to-month,96.8
9961-JBNMK,Yes,Fiber optic,Yes,21,Month-to-month,96.8
0480-BIXDE,No,Fiber optic,Yes,19,Month-to-month,96.8
5195-KPUNQ,No,Fiber optic,No,53,One year,96.75
0824-VWDPO,No,Fiber optic,No,45,One year,96.75
8547-NSBBO,No,Fiber optic,No,35,Month-to-month,96.75
0486-HECZI,Yes,Fiber optic,Yes,55,Month-to-month,96.75
3009-JWMPU,Yes,Fiber optic,Yes,62,One year,96.75
9809-IMGCQ,Yes,Fiber optic,Yes,22,Month-to-month,96.7
6821-BUXUX,Yes,Fiber optic,Yes,13,Month-to-month,96.65
2085-BOJKI,No,Fiber optic,Yes,17,One year,96.65
8844-TONUD,Yes,Fiber optic,Yes,13,Month-to-month,96.65
4194-WHFCB,No,Fiber optic,No,59,Month-to-month,96.65
6242-FEGFD,No,Fiber optic,No,66,Two year,96.6
2057-BOYKM,No,Fiber optic,No,72,Two year,96.6
7813-ZGGAW,No,Fiber optic,Yes,31,Month-to-month,96.6
6635-CPNUN,No,Fiber optic,Yes,28,Month-to-month,96.6
1265-XTECC,Yes,Fiber optic,No,68,One year,96.55
2604-IJPDU,No,Fiber optic,Yes,20,Month-to-month,96.55
6899-PPEEA,Yes,Fiber optic,Yes,37,Month-to-month,96.55
7826-VVKWT,No,Fiber optic,Yes,24,Two year,96.55
5937-EORGB,No,Fiber optic,Yes,15,Month-to-month,96.5
0898-XCGTF,No,Fiber optic,Yes,61,One year,96.5
4039-HEUNW,Yes,Fiber optic,Yes,36,Month-to-month,96.5
1810-BOHSY,No,Fiber optic,No,51,One year,96.4
8245-UMPYT,Yes,Fiber optic,Yes,16,Month-to-month,96.4
4657-FWVFY,No,Fiber optic,Yes,40,Month-to-month,96.35
9508-ILZDG,No,Fiber optic,Yes,34,Month-to-month,96.35
3841-NFECX,No,Fiber optic,No,71,Two year,96.35
3500-RMZLT,Yes,Fiber optic,No,15,Month-to-month,96.3
1527-SXDPN,Yes,Fiber optic,No,52,Two year,96.25
5655-JSMZM,Yes,Fiber optic,Yes,49,Month-to-month,96.2
0963-ZBDRN,Yes,Fiber optic,Yes,32,Month-to-month,96.2
5959-BELXA,Yes,Fiber optic,Yes,32,Month-to-month,96.15
5565-FILXA,Yes,Fiber optic,Yes,16,Month-to-month,96.15
9114-VEPUF,No,Fiber optic,No,62,One year,96.1
6862-CQUMB,No,Fiber optic,Yes,37,Month-to-month,96.1
5014-WUQMG,No,Fiber optic,No,47,One year,96.1
9544-PYPSJ,No,Fiber optic,No,62,Month-to-month,96.1
5980-NOPLP,Yes,Fiber optic,Yes,44,Month-to-month,96.1
9692-TUSXH,Yes,Fiber optic,Yes,18,Month-to-month,96.05
4829-AUOAX,Yes,Fiber optic,Yes,46,Month-to-month,96.05
6728-VOIFY,No,Fiber optic,Yes,63,One year,96.0
6365-MTGZX,Yes,Fiber optic,Yes,24,Month-to-month,96.0
9391-LMANN,No,Fiber optic,No,53,One year,95.95
4647-MUZON,No,Fiber optic,Yes,18,Month-to-month,95.95
9495-SKLKD,No,Fiber optic,No,45,Month-to-month,95.95
4989-LIXVT,No,Fiber optic,No,68,Month-to-month,95.9
9190-MFJLN,Yes,Fiber optic,Yes,19,Month-to-month,95.9
1771-OADNZ,Yes,Fiber optic,No,29,Month-to-month,95.9
8639-NHQEI,No,Fiber optic,Yes,72,Two year,95.9
6234-PFPXL,No,Fiber optic,Yes,22,Month-to-month,95.9
8393-DLHGA,Yes,Fiber optic,Yes,25,Month-to-month,95.9
2858-EIMXH,No,Fiber optic,Yes,53,One year,95.85
9909-DFRJA,No,Fiber optic,No,26,One year,95.85
0916-QOFDP,No,Fiber optic,Yes,14,Month-to-month,95.8
2037-XJFUP,Yes,Fiber optic,Yes,33,One year,95.8
9128-CPXKI,No,Fiber optic,Yes,59,Two year,95.8
0020-INWCK,No,Fiber optic,No,71,Two year,95.75
0407-BDJKB,Yes,Fiber optic,Yes,60,Month-to-month,95.75
6265-SXWBU,No,Fiber optic,Yes,69,One year,95.75
7011-CVEUC,No,Fiber optic,Yes,25,Month-to-month,95.7
7480-QNVZJ,Yes,Fiber optic,Yes,50,Month-to-month,95.7
2507-QZPQS,No,Fiber optic,No,15,Month-to-month,95.7
5473-KHBPS,No,Fiber optic,Yes,52,One year,95.7
6212-ATMLK,No,Fiber optic,Yes,50,Month-to-month,95.7
8905-IAZPF,No,Fiber optic,Yes,69,One year,95.65
8910-ICHIU,No,Fiber optic,Yes,46,One year,95.65
1696-HXOWK,No,Fiber optic,Yes,71,One year,95.65
7629-WFGLW,No,Fiber optic,No,56,One year,95.65
2279-AXJJK,No,Fiber optic,No,52,Month-to-month,95.65
3269-ATYWD,Yes,Fiber optic,Yes,39,Month-to-month,95.65
3853-LYGAM,No,Fiber optic,No,17,Month-to-month,95.65
3597-MVHJT,No,Fiber optic,Yes,27,Month-to-month,95.6
0637-YLETY,Yes,Fiber optic,No,16,Month-to-month,95.6
8610-WFCJF,Yes,Fiber optic,Yes,49,Month-to-month,95.6
3320-VEOYC,No,Fiber optic,Yes,14,Month-to-month,95.6
4690-PKDQG,No,Fiber optic,Yes,42,Month-to-month,95.55
2237-ZFSMY,Yes,Fiber optic,Yes,39,One year,95.55
0576-WNXXC,Yes,Fiber optic,No,27,Month-to-month,95.55
9412-ARGBX,Yes,Fiber optic,Yes,48,Two year,95.5
7375-WMVMT,No,Fiber optic,No,71,Two year,95.5
0564-MUUQK,No,Fiber optic,No,20,Month-to-month,95.5
5302-BDJNT,No,Fiber optic,Yes,35,Month-to-month,95.5
7188-CBBBA,No,Fiber optic,Yes,65,One year,95.5
9776-OJUZI,No,Fiber optic,Yes,65,Month-to-month,95.45
1658-BYGOY,Yes,Fiber optic,Yes,18,Month-to-month,95.45
3318-OSATS,Yes,Fiber optic,Yes,35,Month-to-month,95.45
4724-WXVWF,No,Fiber optic,No,48,Month-to-month,95.4
9279-CJEOJ,No,Fiber optic,Yes,21,Month-to-month,95.4
4742-DRORA,No,Fiber optic,Yes,60,One year,95.4
0701-RFGFI,No,Fiber optic,Yes,49,Month-to-month,95.4
0396-YCHWO,No,Fiber optic,Yes,36,Month-to-month,95.4
8755-IWJHN,No,Fiber optic,No,69,Month-to-month,95.35
8421-WZOOW,No,Fiber optic,Yes,57,Month-to-month,95.3
9793-WECQC,No,Fiber optic,Yes,23,Month-to-month,95.3
9921-EZKBY,No,Fiber optic,No,33,Month-to-month,95.3
9494-BDNNC,No,Fiber optic,No,66,One year,95.3
2386-OWURY,No,Fiber optic,Yes,58,Month-to-month,95.3
4187-CINZD,Yes,Fiber optic,Yes,46,One year,95.25
3207-OYBWH,Yes,Fiber optic,No,57,Month-to-month,95.25
7547-EKNFS,Yes,Fiber optic,Yes,42,Month-to-month,95.25
1447-PJGGA,Yes,Fiber optic,Yes,57,Two year,95.25
9061-TIHDA,Yes,Fiber optic,Yes,13,Month-to-month,95.25
2824-MYYBN,No,Fiber optic,Yes,37,Month-to-month,95.25
3946-JEWRQ,No,Fiber optic,Yes,47,One year,95.2
6244-BESBM,No,Fiber optic,Yes,69,Two year,95.2
6568-POCUI,No,Fiber optic,Yes,45,Two year,95.2
9512-UIBFX,Yes,Fiber optic,Yes,18,Month-to-month,95.15
5982-FPVQN,No,Fiber optic,No,37,Month-to-month,95.15
3003-CMDUU,No,Fiber optic,Yes,25,Month-to-month,95.15
5149-QYTTU,No,Fiber optic,No,71,One year,95.15
4659-NZRUF,Yes,Fiber optic,No,19,Month-to-month,95.15
4531-AUZNK,No,Fiber optic,Yes,51,One year,95.15
6242-MBHPK,No,Fiber optic,Yes,23,Month-to-month,95.1
6838-YAUVY,No,Fiber optic,No,54,Two year,95.1
7765-LWVVH,No,Fiber optic,Yes,72,Two year,95.1
2270-CHBFN,No,Fiber optic,No,44,Month-to-month,95.1
5382-SOYZL,No,Fiber optic,Yes,22,Month-to-month,95.1
6075-SLNIL,No,Fiber optic,No,38,Month-to-month,95.1
1930-QPBVZ,No,Fiber optic,No,68,Two year,95.1
3793-MMFUH,Yes,Fiber optic,Yes,13,Month-to-month,95.05
3951-NJCVI,No,Fiber optic,Yes,42,Month-to-month,95.05
2823-LKABH,No,Fiber optic,No,18,Month-to-month,95.05
5889-JTMUL,Yes,Fiber optic,Yes,50,Month-to-month,95.05
1095-JUDTC,Yes,Fiber optic,Yes,47,Month-to-month,95.05
5119-KEPFY,No,Fiber optic,Yes,36,Month-to-month,95.0
8961-QDZZJ,No,Fiber optic,Yes,57,One year,95.0
7607-QKKTJ,No,Fiber optic,No,45,One year,95.0
2475-MROZF,No,Fiber optic,No,30,Month-to-month,95.0
7080-TNUWP,No,Fiber optic,Yes,70,One year,95.0
2105-PHWON,No,Fiber optic,No,33,Month-to-month,95.0
4083-BFNYK,No,Fiber optic,No,38,One year,95.0
1194-HVAIF,No,Fiber optic,Yes,27,Month-to-month,95.0
7123-WQUHX,No,Fiber optic,Yes,38,One year,95.0
1597-LHYNC,Yes,Fiber optic,No,26,Month-to-month,95.0
6242-SGYTS,No,Fiber optic,Yes,62,One year,94.95
4391-LNRXK,No,Fiber optic,No,22,Month-to-month,94.95
3452-GWUIN,No,Fiber optic,Yes,19,Month-to-month,94.95
2359-KLTEK,No,Fiber optic,Yes,41,Month-to-month,94.9
8465-SBRXP,No,Fiber optic,Yes,38,Two year,94.9
6732-FZUGP,No,Fiber optic,Yes,47,One year,94.9
2379-GYFLQ,No,Fiber optic,Yes,46,One year,94.9
0691-JVSYA,Yes,Fiber optic,Yes,53,One year,94.85
2558-BUOZZ,No,Fiber optic,Yes,47,One year,94.8
8174-TBVCF,No,DSL,Yes,70,Two year,94.8
7225-CBZPL,No,Fiber optic,Yes,17,Month-to-month,94.8
6322-PJJDJ,No,Fiber optic,Yes,49,Two year,94.8
8945-MUQUF,Yes,Fiber optic,Yes,51,One year,94.8
1004-NOZNR,No,Fiber optic,Yes,56,One year,94.8
7982-VCELR,No,Fiber optic,Yes,36,Month-to-month,94.8
8947-YRTDV,No,Fiber optic,No,32,One year,94.8
3096-GKWEB,No,Fiber optic,Yes,18,Month-to-month,94.75
1732-FEKLD,No,Fiber optic,Yes,54,One year,94.75
8017-LXHFA,Yes,Fiber optic,Yes,23,Month-to-month,94.75
0060-FUALY,No,Fiber optic,Yes,59,Month-to-month,94.75
3807-BPOMJ,No,Fiber optic,Yes,55,One year,94.75
5144-TVGLP,No,Fiber optic,Yes,38,Month-to-month,94.75
2972-YDYUW,No,Fiber optic,No,57,One year,94.7
3647-GMGDH,Yes,Fiber optic,Yes,22,Month-to-month,94.7
0148-DCDOS,Yes,Fiber optic,Yes,25,Month-to-month,94.7
3571-DPYUH,No,Fiber optic,Yes,58,One year,94.7
5955-ERIHD,Yes,Fiber optic,Yes,18,Month-to-month,94.7
1472-TNCWL,No,Fiber optic,Yes,36,Month-to-month,94.7
4124-MMETB,Yes,Fiber optic,Yes,22,Month-to-month,94.65
2037-SGXHH,Yes,Fiber optic,Yes,38,Month-to-month,94.65
0129-KPTWJ,No,Fiber optic,Yes,72,Month-to-month,94.65
5364-XYIRR,Yes,Fiber optic,Yes,51,Month-to-month,94.65
2927-QRRQV,No,Fiber optic,Yes,46,One year,94.65
4831-EOBFE,Yes,Fiber optic,Yes,29,Month-to-month,94.65
0848-ZGQIJ,No,Fiber optic,Yes,16,Month-to-month,94.65
6583-KQJLK,No,Fiber optic,Yes,15,Month-to-month,94.65
6173-GOLSU,No,Fiber optic,Yes,67,Month-to-month,94.65
2434-EEVDB,No,Fiber optic,Yes,64,Two year,94.6
4070-OKWVH,No,Fiber optic,Yes,52,Month-to-month,94.6
9058-MJLZC,No,Fiber optic,Yes,24,Month-to-month,94.6
6522-YRBXD,No,Fiber optic,No,35,Month-to-month,94.55
1626-ERCMM,Yes,Fiber optic,Yes,20,Month-to-month,94.55
4971-PUYQO,Yes,Fiber optic,Yes,27,Month-to-month,94.55
9898-KZQDZ,Yes,Fiber optic,Yes,40,Month-to-month,94.55
1830-GGFNM,No,Fiber optic,No,65,Two year,94.55
5439-WIKXB,No,Fiber optic,Yes,41,Month-to-month,94.55
9699-UBQFS,No,Fiber optic,Yes,43,Month-to-month,94.5
1481-ZUWZA,Yes,Fiber optic,No,28,Month-to-month,94.5
5244-IRFIH,Yes,Fiber optic,Yes,33,Month-to-month,94.5
5899-OUVKV,No,Fiber optic,Yes,31,Month-to-month,94.5
5197-PYEPU,No,Fiber optic,Yes,42,One year,94.45
3143-ILDAL,Yes,Fiber optic,No,56,Month-to-month,94.45
4385-GZQXV,Yes,Fiber optic,Yes,16,Month-to-month,94.45
2190-PHBHR,No,Fiber optic,No,72,Two year,94.45
0440-UEDAI,No,Fiber optic,No,53,One year,94.45
9253-QXKBE,Yes,Fiber optic,Yes,29,Month-to-month,94.45
7271-AJDTL,No,Fiber optic,Yes,55,Month-to-month,94.45
9658-WYUFB,Yes,Fiber optic,Yes,17,Month-to-month,94.4
9574-RKJIF,Yes,Fiber optic,Yes,30,Month-to-month,94.4
9058-HRZSV,No,Fiber optic,No,65,Month-to-month,94.4
6270-OMFIW,Yes,Fiber optic,Yes,60,One year,94.4
2267-FPIMA,No,Fiber optic,No,50,Month-to-month,94.4
2979-SXESE,Yes,Fiber optic,Yes,17,Month-to-month,94.4
8294-UIMBA,No,Fiber optic,Yes,30,One year,94.4
2347-WKKAE,No,Fiber optic,No,42,Month-to-month,94.4
3410-MHHUM,No,Fiber optic,No,44,One year,94.4
5998-DZLYR,No,Fiber optic,No,61,Two year,94.35
8597-CWYHH,No,Fiber optic,Yes,43,One year,94.35
3351-NQLDI,Yes,Fiber optic,No,67,One year,94.35
5887-IKKYO,No,Fiber optic,No,58,Two year,94.35
5274-XHAKY,No,Fiber optic,Yes,41,Month-to-month,94.3
9919-KNPOO,No,Fiber optic,Yes,21,Month-to-month,94.3
4332-MUOEZ,No,Fiber optic,No,20,One year,94.3
5161-XEUVX,No,Fiber optic,Yes,37,Two year,94.3
5461-QKNTN,No,Fiber optic,Yes,43,Month-to-month,94.3
5443-SCMKX,No,Fiber optic,No,58,One year,94.3
0730-KOAVE,No,Fiber optic,No,30,Month-to-month,94.3
8621-MNIHH,Yes,Fiber optic,No,34,Month-to-month,94.25
1728-CXQBE,No,Fiber optic,No,64,Month-to-month,94.25
4094-NSEDU,Yes,Fiber optic,Yes,21,Month-to-month,94.25
8063-RJYNF,Yes,Fiber optic,Yes,16,Month-to-month,94.25
3927-NLNRY,Yes,Fiber optic,Yes,53,One year,94.25
4024-CSNBY,No,Fiber optic,No,72,Two year,94.25
8708-XPXHZ,Yes,Fiber optic,Yes,42,Month-to-month,94.2
5935-FCCNB,No,Fiber optic,Yes,17,Month-to-month,94.2
7789-CRUVC,No,Fiber optic,No,61,Month-to-month,94.2
0082-OQIQY,No,Fiber optic,Yes,29,Month-to-month,94.2
1346-PJWTK,No,Fiber optic,No,61,Month-to-month,94.15
1150-FTQGN,No,Fiber optic,Yes,60,One year,94.15
1370-GGAWX,No,Fiber optic,No,46,One year,94.15
5609-CEBID,Yes,Fiber optic,No,20,Month-to-month,94.1
4760-THGOT,No,Fiber optic,No,43,Month-to-month,94.1
3392-EHMNK,No,Fiber optic,Yes,67,Two year,94.1
0956-ACVZC,No,Fiber optic,Yes,54,One year,94.1
2533-QVMSK,Yes,Fiber optic,Yes,61,Two year,94.1
9360-OMDZZ,No,Fiber optic,Yes,24,Month-to-month,94.1
3976-BWUCK,Yes,Fiber optic,Yes,30,Month-to-month,94.1
0023-XUOPT,Yes,Fiber optic,Yes,13,Month-to-month,94.1
5334-JLAXU,No,Fiber optic,No,60,Month-to-month,94.1
9600-UDOPK,Yes,Fiber optic,Yes,30,Month-to-month,94.05
2931-VUVJN,No,Fiber optic,No,59,One year,94.05
7921-LMDFQ,No,Fiber optic,Yes,51,One year,94.0
2267-WTPYD,No,Fiber optic,No,57,Month-to-month,94.0
6833-JMZYP,No,Fiber optic,Yes,15,Month-to-month,94.0
9391-YZEJW,No,Fiber optic,Yes,62,One year,94.0
9972-VAFJJ,No,Fiber optic,Yes,53,One year,94.0
0111-KLBQG,No,Fiber optic,Yes,32,Month-to-month,93.95
1608-GMEWB,No,Fiber optic,Yes,45,Month-to-month,93.9
7268-IGMFD,No,Fiber optic,Yes,18,Month-to-month,93.9
4307-KTUMW,Yes,Fiber optic,No,53,Month-to-month,93.9
2225-ZRGSG,Yes,Fiber optic,No,70,Two year,93.9
9912-GVSEQ,Yes,Fiber optic,No,26,Month-to-month,93.85
0397-GZBBC,Yes,Fiber optic,Yes,59,Month-to-month,93.85
5002-GCQFH,No,Fiber optic,Yes,49,Month-to-month,93.85
2719-BDAQO,Yes,Fiber optic,Yes,17,Month-to-month,93.85
8914-RBTSB,Yes,Fiber optic,Yes,31,Month-to-month,93.8
8749-JMNKX,Yes,Fiber optic,Yes,51,Month-to-month,93.8
7852-LECYP,No,Fiber optic,No,13,Month-to-month,93.8
3062-ICYZQ,No,Fiber optic,No,51,Month-to-month,93.8
1855-AGAWH,No,Fiber optic,Yes,31,One year,93.8
1644-IRKSF,Yes,Fiber optic,Yes,33,One year,93.8
0716-BQNDX,No,Fiber optic,No,57,Two year,93.75
2530-ENDWQ,Yes,Fiber optic,Yes,71,Two year,93.7
3214-IYUUQ,No,Fiber optic,No,61,One year,93.7
8178-EYZUO,Yes,Fiber optic,No,46,Month-to-month,93.7
1591-MQJTP,No,Fiber optic,No,51,One year,93.65
1470-PSXNM,No,Fiber optic,Yes,49,One year,93.65
7402-EYFXX,No,Fiber optic,Yes,26,Month-to-month,93.6
0376-OIWME,No,Fiber optic,Yes,36,Month-to-month,93.6
0623-EJQEG,No,Fiber optic,No,65,One year,93.55
9189-JWSHV,Yes,Fiber optic,Yes,24,Month-to-month,93.55
8166-ORCHU,No,Fiber optic,No,33,One year,93.55
0674-DGMAQ,No,Fiber optic,No,32,Month-to-month,93.5
4075-JFPGR,No,Fiber optic,Yes,51,One year,93.5
2985-FMWYF,No,Fiber optic,Yes,23,Month-to-month,93.5
3316-UWXUY,No,Fiber optic,No,50,Month-to-month,93.5
0887-WBJVH,No,Fiber optic,Yes,53,One year,93.45
6578-KRMAW,No,Fiber optic,No,32,Month-to-month,93.4
1685-BQULA,No,Fiber optic,Yes,40,Month-to-month,93.4
5708-EVONK,Yes,Fiber optic,No,58,Month-to-month,93.4
9777-IQHWP,No,Fiber optic,No,64,Two year,93.4
6300-BWMJX,No,Fiber optic,Yes,59,Month-to-month,93.35
0236-HFWSV,Yes,Fiber optic,Yes,15,Month-to-month,93.35
7422-WNBTY,No,Fiber optic,No,33,Month-to-month,93.35
7710-JSYOA,No,Fiber optic,No,69,Two year,93.3
1485-YDHMM,No,Fiber optic,No,52,Month-to-month,93.25
4250-WAROZ,No,Fiber optic,No,60,Month-to-month,93.25
3144-KMTWZ,No,Fiber optic,No,71,Month-to-month,93.25
8197-BFWVU,No,DSL,Yes,72,Two year,93.25
8290-YWKHZ,Yes,Fiber optic,Yes,32,Month-to-month,93.2
5482-VXSXJ,No,Fiber optic,Yes,22,Month-to-month,93.2
7562-GSUHK,Yes,Fiber optic,No,16,Month-to-month,93.2
3779-OSWCF,No,DSL,Yes,71,Two year,93.2
7159-NOKYQ,No,Fiber optic,No,67,Two year,93.15
2840-XANRC,Yes,Fiber optic,Yes,24,Month-to-month,93.15
8268-YDIXR,No,Fiber optic,No,56,One year,93.15
7322-OCWHC,No,Fiber optic,No,72,Two year,93.05
2371-JQHZZ,No,Fiber optic,Yes,24,Month-to-month,93.0
0943-ZQPXH,No,Fiber optic,Yes,44,Month-to-month,92.95
7483-IQWIB,No,Fiber optic,Yes,37,Month-to-month,92.95
8670-MEFCP,No,DSL,Yes,36,Two year,92.9
6986-IXNDM,No,Fiber optic,Yes,14,Month-to-month,92.9
5149-CUZUJ,No,Fiber optic,Yes,28,One year,92.9
1930-WNXSB,No,Fiber optic,Yes,58,Month-to-month,92.85
5312-IRCFR,No,Fiber optic,No,64,One year,92.85
2074-GUHPQ,No,Fiber optic,No,17,Month-to-month,92.7
6435-VWCCY,No,Fiber optic,Yes,65,Two year,92.7
0244-LGNFY,No,DSL,Yes,72,Two year,92.65
6198-RTPMF,No,Fiber optic,Yes,17,Month-to-month,92.6
5977-CKHON,No,Fiber optic,No,43,Month-to-month,92.55
3162-ZJZFU,No,Fiber optic,Yes,53,Month-to-month,92.55
7668-XCFYV,No,Fiber optic,Yes,17,Month-to-month,92.55
6100-QQHEB,Yes,Fiber optic,Yes,17,Month-to-month,92.55
